journal_id,journal_name,journal_name_short,issn,impact_factor,h_index,citescore,overall_score,cas_quartile,big_category,sub_category,sci_indexed,oa_status,acceptance_rate,review_cycle,views,fields,detail_url,article_url
9435,EXPERIMENTAL BRAIN RESEARCH,EXP BRAIN RES,0014-4819,1.6,156,3.7,5.8,4区,医学,神经科学,SCI SCIE,No,,,41645,生命科学|医药科学|神经系统和精神疾病,https://letpub.com.cn/index.php?journalid=9435&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=9435&xuanxiangk_id=2#xuanxk_3
2773,EXPERIMENTAL NEUROLOGY,EXP NEUROL,0014-4886,4.2,168,8.7,7.8,2区,医学,神经科学,SCI SCIE,No,较易,约1.0个月,112967,生命科学|神经科学、认知科学与心理学|神经生物学,https://letpub.com.cn/index.php?journalid=2773&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2773&xuanxiangk_id=2#xuanxk_3
2774,EXPERIMENTAL PARASITOLOGY,EXP PARASITOL,0014-4894,1.6,68,2.8,5.3,4区,医学,寄生虫学,SCI SCIE,No,容易,约3.0个月,28206,生命科学,https://letpub.com.cn/index.php?journalid=2774&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2774&xuanxiangk_id=2#xuanxk_3
2798,EXPERT SYSTEMS,EXPERT SYST,0266-4720,2.3,32,9.1,6.2,4区,计算机科学,计算机：人工智能,SCIE,No,容易,约24.0个月,151761,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=2798&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2798&xuanxiangk_id=2#xuanxk_3
2799,EXPERT SYSTEMS WITH APPLICATIONS,EXPERT SYST APPL,0957-4174,7.5,162,15.0,8.1,1区,计算机科学,计算机：人工智能,SCIE,Hybrid,16%,约13.8个月,1677048,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=2799&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2799&xuanxiangk_id=2#xuanxk_3
2816,FEBS Journal,FEBS J,1742-464X,4.2,186,13.1,7.6,2区,生物学,生化与分子生物学,SCI SCIE,No,约50%,约1.0个月,159238,生命科学,https://letpub.com.cn/index.php?journalid=2816&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2816&xuanxiangk_id=2#xuanxk_3
2817,FEBS LETTERS,FEBS LETT,0014-5793,3.0,238,6.1,6.7,4区,生物学,生物物理,SCIE,No,约33%,约1.0个月,135077,生命科学,https://letpub.com.cn/index.php?journalid=2817&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2817&xuanxiangk_id=2#xuanxk_3
2820,FEMS MICROBIOLOGY LETTERS,FEMS MICROBIOL LETT,0378-1097,2.2,134,4.2,5.6,4区,生物学,微生物学,SCI SCIE,No,容易,约2.0个月,100804,生命科学,https://letpub.com.cn/index.php?journalid=2820&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2820&xuanxiangk_id=2#xuanxk_3
2834,FIELD CROPS RESEARCH,FIELD CROP RES,0378-4290,6.4,127,10.7,8.8,1区,农林科学,农艺学,SCI SCIE,No,约75%,约3.0个月,255633,生命科学,https://letpub.com.cn/index.php?journalid=2834&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2834&xuanxiangk_id=2#xuanxk_3
2843,FISH & SHELLFISH IMMUNOLOGY,FISH SHELLFISH IMMUN,1050-4648,3.9,103,6.8,5.1,2区,农林科学,渔业,SCIE,No,约95%,约3.0个月,202970,生命科学,https://letpub.com.cn/index.php?journalid=2843&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2843&xuanxiangk_id=2#xuanxk_3
2845,FISH PATHOLOGY,FISH PATHOL,0388-788X,0.2,39,1.5,4.9,4区,农林科学,渔业,SCI SCIE,No,容易,约6.0个月,18731,生命科学,https://letpub.com.cn/index.php?journalid=2845&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2845&xuanxiangk_id=2#xuanxk_3
2846,FISH PHYSIOLOGY AND BIOCHEMISTRY,FISH PHYSIOL BIOCHEM,0920-1742,2.5,69,4.9,6.3,3区,农林科学,渔业,SCIE,No,约50%,约4.0个月,50195,生命科学,https://letpub.com.cn/index.php?journalid=2846&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2846&xuanxiangk_id=2#xuanxk_3
2853,Fitoterapia,FITOTERAPIA,0367-326X,2.6,90,3.9,6.9,3区,医学,药物化学,SCIE,No,约75%,约1.0个月,184776,生命科学|医药科学,https://letpub.com.cn/index.php?journalid=2853&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2853&xuanxiangk_id=2#xuanxk_3
2859,FLORA,FLORA,0367-2530,1.8,48,3.1,5.4,3区,生物学,植物科学,SCI SCIE,No,较易,约3.0个月,48838,生命科学,https://letpub.com.cn/index.php?journalid=2859&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2859&xuanxiangk_id=2#xuanxk_3
2869,FOLIA BIOLOGICA,FOLIA BIOL-PRAGUE,0015-5500,0.6,29,1.3,4.8,4区,医学,生物学,SCIE,Yes,容易,约3.0个月,32196,医药科学,https://letpub.com.cn/index.php?journalid=2869&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2869&xuanxiangk_id=2#xuanxk_3
2882,Food Analytical Methods,FOOD ANAL METHOD,1936-9751,3.0,35,6.7,7.5,3区,农林科学,食品科技,SCIE,No,容易,"一般,9-24周",170779,生命科学|医药科学,https://letpub.com.cn/index.php?journalid=2882&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2882&xuanxiangk_id=2#xuanxk_3
2884,Food and Bioprocess Technology,FOOD BIOPROCESS TECH,1935-5130,5.8,69,9.9,6.9,2区,农林科学,食品科技,SCIE,No,约50%,约2.0个月,141019,生命科学,https://letpub.com.cn/index.php?journalid=2884&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2884&xuanxiangk_id=2#xuanxk_3
2885,FOOD AND BIOPRODUCTS PROCESSING,FOOD BIOPROD PROCESS,0960-3085,3.4,56,7.5,6.8,2区,农林科学,生物工程与应用微生物,SCIE,No,较易,"偏慢,4-8周",85310,生命科学,https://letpub.com.cn/index.php?journalid=2885&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2885&xuanxiangk_id=2#xuanxk_3
2886,FOOD AND CHEMICAL TOXICOLOGY,FOOD CHEM TOXICOL,0278-6915,3.5,149,9.9,7.7,4区,医学,食品科技,SCI SCIE,No,约47.14%,约3.3个月,250862,医药科学|肿瘤学,https://letpub.com.cn/index.php?journalid=2886&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2886&xuanxiangk_id=2#xuanxk_3
8206,Food and Environmental Virology,FOOD ENVIRON VIROL,1867-0334,2.7,26,7.1,6.2,3区,医学,环境科学,SCIE,No,较易,>12周，或约稿,25821,生命科学,https://letpub.com.cn/index.php?journalid=8206&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=8206&xuanxiangk_id=2#xuanxk_3
2892,Food Chemistry,FOOD CHEM,0308-8146,9.8,221,18.3,8.6,1区,农林科学,应用化学,SCI SCIE,No,约50%,约5.3个月,1482503,生命科学|医药科学,https://letpub.com.cn/index.php?journalid=2892&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2892&xuanxiangk_id=2#xuanxk_3
2893,FOOD CONTROL,FOOD CONTROL,0956-7135,6.3,103,14.1,8.3,1区,农林科学,食品科技,SCI SCIE,No,50%,约3.3个月,400470,医药科学,https://letpub.com.cn/index.php?journalid=2893&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2893&xuanxiangk_id=2#xuanxk_3
2894,FOOD HYDROCOLLOIDS,FOOD HYDROCOLLOID,0268-005X,12.4,132,21.7,8.4,1区,农林科学,应用化学,SCI SCIE,No,约50%,约1.7个月,400367,生命科学,https://letpub.com.cn/index.php?journalid=2894&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2894&xuanxiangk_id=2#xuanxk_3
2898,FOOD RESEARCH INTERNATIONAL,FOOD RES INT,0963-9969,8.0,134,12.8,8.1,1区,农林科学,食品科技,SCI SCIE,No,约36.66%,约2.3个月,652929,生命科学|医药科学,https://letpub.com.cn/index.php?journalid=2898&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2898&xuanxiangk_id=2#xuanxk_3
2900,FOOD SCIENCE AND BIOTECHNOLOGY,FOOD SCI BIOTECHNOL,1226-7708,3.1,30,5.3,5.4,4区,农林科学,食品科技,SCIE,No,约50%,约2.0个月,94648,生命科学,https://letpub.com.cn/index.php?journalid=2900&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2900&xuanxiangk_id=2#xuanxk_3
2937,FREQUENZ,FREQUENZ,0016-1136,1.0,23,2.5,5.1,4区,工程技术,工程：电子与电气,SCIE,No,约50%,约3.0个月,40608,信息科学,https://letpub.com.cn/index.php?journalid=2937&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2937&xuanxiangk_id=2#xuanxk_3
2938,FRESENIUS ENVIRONMENTAL BULLETIN,FRESEN ENVIRON BULL,1018-4619,0.0,35,0.7,6.0,未录,,,无,No,约75%,约3.3个月,212027,生命科学,https://letpub.com.cn/index.php?journalid=2938&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2938&xuanxiangk_id=2#xuanxk_3
2941,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,FRONT ECOL ENVIRON,1540-9295,7.6,135,18.0,8.8,1区,环境科学与生态学,生态学,SCIE,No,较难,"较慢,9-18周",150168,生命科学,https://letpub.com.cn/index.php?journalid=2941&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2941&xuanxiangk_id=2#xuanxk_3
2955,FUNCTIONAL & INTEGRATIVE GENOMICS,FUNCT INTEGR GENOMIC,1438-793X,3.1,66,4.4,6.6,2区,生物学,遗传学,SCIE,No,约50%,约3.0个月,86364,生命科学,https://letpub.com.cn/index.php?journalid=2955&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2955&xuanxiangk_id=2#xuanxk_3
2957,FUNCTIONAL ECOLOGY,FUNCT ECOL,0269-8463,5.1,137,9.0,8.2,1区,环境科学与生态学,生态学,SCI SCIE,No,较易,约3.0个月,175089,生命科学,https://letpub.com.cn/index.php?journalid=2957&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2957&xuanxiangk_id=2#xuanxk_3
2960,FUNCTIONAL PLANT BIOLOGY,FUNCT PLANT BIOL,1445-4408,2.7,103,5.2,6.3,4区,生物学,植物科学,SCI SCIE,Hybrid,33%,约1.0个月,104390,生命科学,https://letpub.com.cn/index.php?journalid=2960&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2960&xuanxiangk_id=2#xuanxk_3
2961,FUNDAMENTA INFORMATICAE,FUND INFORM,0169-2968,0.4,58,1.7,5.3,4区,计算机科学,计算机：软件工程,SCIE,No,容易,约9.0个月,35616,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=2961&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2961&xuanxiangk_id=2#xuanxk_3
2966,FUNGAL DIVERSITY,FUNGAL DIVERS,1560-2745,24.8,80,46.0,9.1,1区,生物学,真菌学,SCIE,No,一般,约6.0个月,63051,生命科学,https://letpub.com.cn/index.php?journalid=2966&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2966&xuanxiangk_id=2#xuanxk_3
2967,Fungal Ecology,FUNGAL ECOL,1754-5048,2.2,42,4.4,6.5,3区,环境科学与生态学,生态学,SCIE,No,较易,约3.0个月,47622,生命科学,https://letpub.com.cn/index.php?journalid=2967&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2967&xuanxiangk_id=2#xuanxk_3
13416,Future Cardiology,FUTUR CARDIOL,1479-6678,1.0,0,3.1,4.0,4区,,,,,,,,ISSN补录,https://letpub.com.cn/index.php?journalid=13416&page=journalapp&view=detail,
2978,FUZZY SETS AND SYSTEMS,FUZZY SET SYST,0165-0114,2.7,150,6.1,7.9,1区,数学,应用数学,SCI SCIE,No,较易,约5.3个月,253010,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=2978&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2978&xuanxiangk_id=2#xuanxk_3
3020,GENETIC RESOURCES AND CROP EVOLUTION,GENET RESOUR CROP EV,0925-9864,0.0,58,3.7,5.9,3区,农林科学,农艺学,SCIE,No,容易,约3.0个月,47612,生命科学,https://letpub.com.cn/index.php?journalid=3020&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3020&xuanxiangk_id=2#xuanxk_3
3021,Genetic Testing and Molecular Biomarkers,GENET TEST MOL BIOMA,1945-0265,1.0,42,2.1,5.1,4区,生物学,遗传学,SCIE,No,容易,约1.0个月,53333,生命科学,https://letpub.com.cn/index.php?journalid=3021&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3021&xuanxiangk_id=2#xuanxk_3
3024,GENETICS AND MOLECULAR BIOLOGY,GENET MOL BIOL,1415-4757,1.3,46,3.2,4.9,4区,生物学,生化与分子生物学,SCIE,Yes,约5%,约3.0个月,38523,生命科学,https://letpub.com.cn/index.php?journalid=3024&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3024&xuanxiangk_id=2#xuanxk_3
3025,GENETICS AND MOLECULAR RESEARCH,GENET MOL RES,1676-5680,0.2,43,0.7,3.8,4区,生物学,遗传学,无,Yes,约53.75%,约3.0个月,82719,生命科学,https://letpub.com.cn/index.php?journalid=3025&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3025&xuanxiangk_id=2#xuanxk_3
3032,Genome Biology and Evolution,GENOME BIOL EVOL,1759-6653,2.8,60,5.6,7.3,3区,生物学,遗传学,SCIE,Yes,,平均3月,92525,生命科学,https://letpub.com.cn/index.php?journalid=3032&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3032&xuanxiangk_id=2#xuanxk_3
3047,Geoderma,GEODERMA,0016-7061,6.6,141,12.9,8.4,1区,农林科学,土壤科学,SCI SCIE,No,约25%,约10.8个月,487505,生命科学,https://letpub.com.cn/index.php?journalid=3047&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3047&xuanxiangk_id=2#xuanxk_3
10547,GeroScience,GEROSCIENCE,2509-2715,5.4,48,8.6,4.2,2区,,,,,,,,ISSN补录,https://letpub.com.cn/index.php?journalid=10547&page=journalapp&view=detail,
3111,GLOBAL CHANGE BIOLOGY,GLOBAL CHANGE BIOL,1354-1013,12.1,217,20.5,9.3,1区,环境科学与生态学,生物多样性保护,SCI SCIE,No,约37.5%,约3.3个月,329970,生命科学,https://letpub.com.cn/index.php?journalid=3111&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3111&xuanxiangk_id=2#xuanxk_3
2991,Global Change Biology Bioenergy,GCB BIOENERGY,1757-1693,4.1,50,12.3,7.6,2区,工程技术,农艺学,SCIE,Yes,,约1.0个月,85483,生命科学,https://letpub.com.cn/index.php?journalid=2991&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=2991&xuanxiangk_id=2#xuanxk_3
3115,GLYCOBIOLOGY,GLYCOBIOLOGY,0959-6658,3.3,116,7.6,7.4,3区,生物学,生化与分子生物学,SCI SCIE,No,较易,约3.0个月,40407,生命科学,https://letpub.com.cn/index.php?journalid=3115&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3115&xuanxiangk_id=2#xuanxk_3
3140,GUT,GUT,0017-5749,26.2,262,46.7,9.7,1区,医学,胃肠肝病学,SCI SCIE,No,约15%,平均1.5月,170771,医药科学,https://letpub.com.cn/index.php?journalid=3140&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3140&xuanxiangk_id=2#xuanxk_3
3147,HAEMATOLOGICA,HAEMATOL-HEMATOL J,0390-6078,7.9,125,11.3,7.5,1区,医学,血液学,SCIE,Yes,较难,"一般,3-6周",35787,医药科学,https://letpub.com.cn/index.php?journalid=3147&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3147&xuanxiangk_id=2#xuanxk_3
3189,HELVETICA CHIMICA ACTA,HELV CHIM ACTA,0018-019X,1.8,79,3.0,5.5,4区,化学,化学：综合,SCI SCIE,No,66%,约2.5个月,49378,医药科学,https://letpub.com.cn/index.php?journalid=3189&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3189&xuanxiangk_id=2#xuanxk_3
3200,HEPATOLOGY,HEPATOLOGY,0270-9139,16.8,326,29.7,9.5,1区,医学,胃肠肝病学,SCI SCIE,No,约37.5%,约1.0个月,208753,医药科学|肿瘤学,https://letpub.com.cn/index.php?journalid=3200&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3200&xuanxiangk_id=2#xuanxk_3
3206,HEREDITY,HEREDITY,0018-067X,3.9,108,7.3,6.6,2区,生物学,遗传学,SCI SCIE,No,一般,"偏慢,4-8周",62271,生命科学,https://letpub.com.cn/index.php?journalid=3206&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3206&xuanxiangk_id=2#xuanxk_3
3258,Horticulture Environment and Biotechnology,,0253-6498,2.4,13,4.7,5.5,3区,农林科学,园艺,SCIE,No,0%,平均 6 个月的审稿周期,25381,生命科学,https://letpub.com.cn/index.php?journalid=3258&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3258&xuanxiangk_id=2#xuanxk_3
3259,HORTSCIENCE,HORTSCIENCE,0018-5345,1.6,78,2.6,5.5,4区,农林科学,园艺,SCI SCIE,Yes,容易,约3.0个月,86456,生命科学,https://letpub.com.cn/index.php?journalid=3259&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3259&xuanxiangk_id=2#xuanxk_3
3276,HUMAN MUTATION,HUM MUTAT,1059-7794,3.7,146,8.6,7.7,2区,医学,遗传学,SCI SCIE,No,约50%,约3.0个月,51943,生命科学,https://letpub.com.cn/index.php?journalid=3276&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3276&xuanxiangk_id=2#xuanxk_3
3288,HYDROLOGICAL PROCESSES,HYDROL PROCESS,0885-6087,2.9,140,5.6,7.5,3区,地球科学,水资源,SCI SCIE,No,约50%,约8.0个月,158897,生命科学,https://letpub.com.cn/index.php?journalid=3288&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3288&xuanxiangk_id=2#xuanxk_3
3293,HYDROMETALLURGY,HYDROMETALLURGY,0304-386X,5.3,95,9.4,6.9,2区,材料科学,冶金工程,SCI SCIE,No,较易,约2.2个月,185275,生命科学,https://letpub.com.cn/index.php?journalid=3293&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3293&xuanxiangk_id=2#xuanxk_3
3296,HYPERTENSION IN PREGNANCY,HYPERTENS PREGNANCY,1064-1955,2.1,42,2.8,5.2,4区,医学,妇产科学,SCI SCIE,No,容易,约6.0个月,25666,医药科学,https://letpub.com.cn/index.php?journalid=3296&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3296&xuanxiangk_id=2#xuanxk_3
3309,ICHTHYOLOGICAL RESEARCH,ICHTHYOL RES,1341-8998,1.0,32,2.5,5.0,4区,生物学,渔业,SCI SCIE,No,容易,约3.0个月,15745,生命科学,https://letpub.com.cn/index.php?journalid=3309&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3309&xuanxiangk_id=2#xuanxk_3
3313,IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE,IEEE AERO EL SYS MAG,0885-8985,3.8,50,9.3,5.3,3区,工程技术,工程：宇航,SCIE,No,容易,约24.0个月,47927,信息科学,https://letpub.com.cn/index.php?journalid=3313&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3313&xuanxiangk_id=2#xuanxk_3
3316,IEEE Antennas and Wireless Propagation Letters,IEEE ANTENN WIREL PR,1536-1225,4.8,97,7.6,8.6,2区,计算机科学,工程：电子与电气,SCIE,No,50%,约1.0个月,278948,信息科学,https://letpub.com.cn/index.php?journalid=3316&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3316&xuanxiangk_id=2#xuanxk_3
3318,IEEE COMMUNICATIONS LETTERS,IEEE COMMUN LETT,1089-7798,4.4,127,9.0,8.3,3区,计算机科学,电信学,SCI SCIE,No,75%,约2.8个月,367652,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=3318&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3318&xuanxiangk_id=2#xuanxk_3
3320,IEEE Communications Surveys and Tutorials,IEEE COMMUN SURV TUT,1553-877X,46.7,147,86.2,9.7,1区,计算机科学,计算机：信息系统,SCI SCIE,No,,"较慢,6-12周",152461,信息科学,https://letpub.com.cn/index.php?journalid=3320&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=3320&xuanxiangk_id=2#xuanxk_3
